"Date","Performed_Tests","Total_tests_per_thousand","Daily_Tests","New_tests_per_thousand","Confirmed_cases","Total_cases_per_million","Active_cases","New_daily_cases","New_cases_per_million","Positive_rate","Hospitalized","Hosp_patients_per_million","In_ICU","ICU_patients_per_million","Recovered","Daily_recovered","Deaths","Total_deaths_per_million","Daily_deaths","New_deaths_per_million","Reproduction_rate","Total_vaccinations","People_vaccinated","People_fully_vaccinated","New_vaccinations","Total_vaccinations_per_hundred","People_vaccinated_per_hundred","People_fully_vaccinated_per_hundred"
2021-04-01,2116322,304.575,17947,2.576,342633,49842.375,69875,4207,531.63,0.229,10093,1452.555,772,111.104,259561,3869,13197,1915.968,129,16.694,0.99,486002,388595,97407,13559,6.99,5.59,1.4
2021-04-02,2134815,307.236,18502,2.661,346327,50419.914,70919,3694,577.539,0.227,10152,1461.046,747,107.506,262095,2534,13313,1933.958,116,17.99,0.97,498085,398203,99882,12083,7.17,5.73,1.44
2021-04-03,2155426,310.203,20647,2.966,350340,50696.091,70811,4013,276.177,0.217,10382,1494.147,753,108.37,266091,3996,13438,1943.888,125,9.93,0.95,502078,401514,100564,3993,7.23,5.78,1.45
2021-04-04,2166074,311.735,10648,1.532,352259,50802.59,69177,1919,106.499,0.217,10521,1514.152,758,109.089,269575,3484,13507,1955.689,69,11.801,0.93,503570,402693,100877,1492,7.25,5.8,1.45
2021-04-05,2170167,312.324,4129,0.589,352999,51358.11,68977,740,555.52,0.212,10649,1532.573,747,107.506,270433,858,13589,1984.041,82,28.352,0.91,510049,407622,102427,6479,7.34,5.87,1.47
2021-04-06,2189411,315.094,19210,2.77,356859,51358.11,69644,3860,0,0.165,10402,1497.026,734,105.635,273429,2996,13786,1984.041,197,0,0.9,519635,414790,104845,9586,7.48,5.97,1.51
2021-04-07,2206820,317.599,17576,2.505,360863,52446.123,70757,4004,1088.013,0.201,10355,1490.261,755,108.657,276188,2759,13918,2019.732,132,35.691,0.95,533453,425706,107747,13818,7.68,6.13,1.55
2021-04-08,2224530,320.148,17713,2.549,364419,52871.686,71720,3556,425.563,0.195,10429,1500.911,777,111.824,278665,2477,14034,2039.305,116,19.573,0.92,552516,442439,110077,19063,7.95,6.37,1.58
2021-04-09,2240606,322.462,16083,2.314,367376,53275.085,71227,2957,403.4,0.188,10404,1497.313,813,117.005,281979,3314,14170,2059.166,136,19.861,0.89,567396,454711,112685,14880,8.17,6.54,1.62
2021-04-10,2257555,324.901,16965,2.439,370179,53469.661,71002,2803,194.576,0.189,10271,1478.172,812,116.861,284869,2890,14308,2065.354,138,6.188,0.86,571062,458084,112978,3666,8.22,6.59,1.63
2021-04-11,2266672,326.213,9118,1.312,371531,53536.151,71381,1352,66.49,0.189,10365,1491.701,801,115.278,285799,930,14351,2074.997,43,9.642,0.85,572662,459409,113253,1600,8.24,6.61,1.63
2021-04-12,2270329,326.739,3658,0.526,371993,53985.46,71317,462,449.309,0.182,10382,1494.147,797,114.702,286258,459,14418,2103.924,67,28.927,0.83,579992,465348,114644,7330,8.35,6.7,1.65
2021-04-13,2287726,329.243,17402,2.504,375115,54409.152,71140,3122,423.692,0.216,9970,1434.853,776,111.68,289356,3098,14619,2122.201,201,18.277,0.82,590495,474072,116423,10503,8.5,6.82,1.68
2021-04-14,2303963,331.58,16242,2.337,378059,54771.391,69962,2944,362.239,0.166,9799,1410.244,799,114.99,293351,3995,14746,2140.191,127,17.99,0.79,605377,485498,119879,14882,8.71,6.99,1.73
2021-04-15,2319263,333.782,15297,2.202,380576,55085.85,68707,2517,314.459,0.162,9685,1393.837,807,116.141,296998,3647,14871,2155.734,125,15.543,0.79,620375,496994,123381,14998,8.93,7.15,1.78
2021-04-16,2333971,335.898,14747,2.117,382761,55391.818,67391,2185,305.968,0.158,9523,1370.522,811,116.717,300391,3393,14979,2173.148,108,17.414,0.78,634129,507245,126884,13754,9.13,7.3,1.83
2021-04-17,2349606,NA,15638,NA,384887,55546.673,65754,2126,154.855,0.168,9195,1323.318,801,115.278,304033,3642,15100,2178.617,121,5.469,0.78,637216,509196,128020,3087,9.17,7.33,1.84
2021-04-18,2357428,NA,7822,NA,385963,55606.83,65588,1076,60.157,0.167,9204,1324.613,797,114.702,305237,1204,15138,2186.82,38,8.203,0.77,638443,509905,128538,1227,9.19,7.34,1.85
2021-04-19,2362070,339.942,4644,NA,386381,55957.124,64508,418,350.294,0.149,9229,1328.211,783,112.687,306678,1441,15195,2218.05,57,31.23,0.77,645486,514417,131069,7043,9.29,7.4,1.89
2021-04-20,2378019,342.238,15952,2.295,388815,56258.774,62481,2434,301.65,0.142,8834,1271.364,780,112.255,310922,4244,15412,2233.305,217,15.255,0.76,657333,521956,135377,11847,9.46,7.51,1.95
2021-04-21,2391777,344.218,13800,1.98,390911,56546.896,61120,2096,288.122,0.14,8598,1237.399,765,110.097,314273,3351,15518,2247.697,106,14.392,0.75,676501,533316,143185,19168,9.74,7.68,2.06
2021-04-22,2405956,346.258,14215,2.041,392913,56546.896,59087,2002,0,0.117,8435,1213.941,786,113.119,318208,3935,15618,2247.697,100,0,0.75,698517,546700,151817,22016,10.05,7.87,2.18
2021-04-23,2419383,348.191,13423,1.932,394594,57034.631,57473,1681,487.735,0.134,8309,1195.807,781,112.399,321400,3192,15721,2277.632,103,29.935,0.79,716940,556719,160221,18423,10.32,8.01,2.31
2021-04-24,2434235,350.328,14888,2.137,396302,57149.477,56599,1708,114.846,0.123,8073,1161.843,751,108.082,323877,2477,15826,2282.381,105,4.749,0.78,721170,558405,162765,4230,10.38,8.04,2.34
2021-04-25,2441727,351.406,7493,1.078,397100,57207.044,56855,798,57.567,0.125,8087,1163.858,738,106.211,324386,509,15859,2289.289,33,6.908,0.76,723240,559274,163966,2070,10.41,8.05,2.36
2021-04-26,2447180,352.191,5454,0.785,397500,57460.194,56650,400,253.15,0.123,8080,1162.85,746,107.362,324943,557,15907,2317.209,48,27.92,0.75,734150,564282,169868,10910,10.57,8.12,2.44
2021-04-27,2461198,354.208,14023,2.017,399259,57726.441,54115,1759,266.247,0.123,7669,1103.7,724,104.196,329043,4100,16101,2328.866,194,11.657,0.73,750899,572924,177975,16749,10.81,8.25,2.56
2021-04-28,2479203,356.8,17987,2.591,401109,57925.334,52509,1850,198.893,0.11,7480,1076.5,714,102.757,332418,3375,16182,2342.682,81,13.816,0.7,776254,585719,190535,25355,11.17,8.43,2.74
2021-04-29,2493241,358.82,14082,2.02,402491,58103.36,50782,1382,178.025,0.124,7168,1031.598,697,100.31,335431,3013,16278,2355.635,96,12.953,0.68,803176,595509,207667,26922,11.56,8.57,2.99
2021-04-30,2509499,361.16,16259,2.34,403728,58197.194,49048,1237,93.834,0.09,6824,982.09,682,98.151,338312,2881,16368,2360.096,90,4.461,0.66,815463,602109,213354,12287,11.74,8.67,3.07
2021-05-01,2518362,362.435,8864,1.276,404380,58264.259,48447,652,67.065,0.092,6905,993.748,674,97,339534,1222,16399,2366.573,31,6.476,0.66,821218,606144,215074,5755,11.82,8.72,3.1
2021-05-02,2525448,363.455,7086,1.02,404846,58314.342,48513,466,50.083,0.092,6790,977.197,670,96.424,339889,355,16444,2373.481,45,6.908,0.66,824623,608428,216195,3405,11.87,8.76,3.11
2021-05-03,2528642,363.915,3194,0.46,405194,58405.154,48260,348,90.812,0.081,6754,972.016,662,95.273,340442,553,16492,2381.54,48,8.059,0.65,833510,613677,219833,8887,12,8.83,3.16
2021-05-04,2535366,364.883,6724,0.968,405825,58457.972,48109,631,52.818,0.069,6706,965.108,649,93.402,341168,726,16548,2390.319,56,8.779,0.66,844643,619256,225387,11133,12.16,8.91,3.24
2021-05-05,2541572,365.776,6206,0.893,406192,58693.276,47357,367,235.304,0.086,6670,959.927,637,91.675,342226,1058,16609,2413.921,61,23.602,0.7,877124,625922,251202,32481,12.62,9.01,3.62
2021-05-06,2556505,367.925,14948,2.149,407827,58771.711,46159,1635,78.435,0.073,6158,886.241,599,86.206,344895,2669,16773,2417.807,164,3.886,0.71,884254,629749,254505,7130,12.73,9.06,3.66
2021-05-07,2562234,368.749,5733,0.825,408372,58933.33,46083,545,161.619,0.097,6138,883.363,587,84.479,345489,594,16800,2430.184,27,12.377,0.73,922371,638468,283903,38117,13.27,9.19,4.09
2021-05-08,2577231,370.908,14999,2.158,409495,59000.395,44739,1123,67.065,0.087,5855,842.635,570,82.033,347870,2381,16886,2432.487,86,2.303,0.73,932419,642807,289612,10048,13.42,9.25,4.17
2021-05-09,2584732,371.987,7503,1.08,409961,59035.079,44874,466,34.684,0.084,5882,846.52,566,81.457,348185,315,16902,2436.372,16,3.886,0.73,938064,646068,291996,5645,13.5,9.3,4.2
2021-05-10,2590585,372.829,5853,0.842,410202,59190.222,44881,241,155.143,0.088,5912,850.838,562,80.881,348392,207,16929,2453.067,27,16.694,0.73,963539,651694,311845,25475,13.87,9.38,4.49
2021-05-11,2606975,375.188,16392,2.359,411280,59316.437,42838,1078,126.215,0.083,5571,801.762,555,79.874,351397,3005,17045,2461.558,116,8.491,0.71,999287,661204,338083,35748,14.38,9.52,4.87
2021-05-12,2620183,377.089,13190,1.901,412157,59410.991,41434,877,94.554,0.063,5410,778.591,535,76.996,353619,2222,17104,2468.178,59,6.62,0.68,1035763,673441,362322,36476,14.91,9.69,5.21
2021-05-13,2631255,378.683,11106,1.593,412814,59483.813,38515,657,72.822,0.066,5250,755.565,526,75.7,357149,3530,17150,2474.51,46,6.332,0.66,1073523,685543,387980,37760,15.45,9.87,5.58
2021-05-14,2642503,380.301,11247,1.619,413320,59558.362,36124,506,74.549,0.054,5114,735.992,516,74.261,360002,2853,17194,2481.562,44,7.052,0.65,1106760,697366,409394,33237,15.93,10.04,5.89
2021-05-15,2656622,382.333,14126,2.032,413838,59587.577,34602,518,29.215,0.051,4832,695.407,504,72.534,361993,1991,17243,2482.57,49,1.007,0.65,1113351,700203,413148,6591,16.02,10.08,5.95
2021-05-16,2663903,383.381,7281,1.048,414041,59609.308,34464,203,21.731,0.05,4839,696.415,501,72.102,362327,334,17250,2483.865,7,1.295,0.65,1116741,702012,414729,3390,16.07,10.1,5.97
2021-05-17,2668212,384.001,4309,0.62,414192,59706.74,34458,151,97.432,0.046,4858,699.149,499,71.815,362475,148,17259,2495.954,9,12.089,0.64,1134977,709006,425971,18236,16.33,10.2,6.13
2021-05-18,2684714,386.376,16505,2.375,414869,59772.51,32844,677,65.77,0.041,4592,660.867,490,70.519,364682,2207,17343,2501.135,84,5.181,0.62,1161048,720124,440924,26071,16.71,10.36,6.35
2021-05-19,2698506,388.361,13794,1.985,415326,59824.464,30483,457,51.954,0.037,4379,630.213,485,69.8,367464,2782,17379,2506.46,36,5.325,0.61,1191397,733149,458248,30349,17.15,10.55,6.59
2021-05-20,2709565,389.953,11061,1.592,415687,59877.426,28490,361,52.961,0.035,4201,604.596,460,66.202,369781,2317,17416,2510.922,37,4.461,0.61,1225601,746125,479476,34204,17.64,10.74,6.9
2021-05-21,2722728,391.847,13165,1.894,416055,59929.524,27053,368,52.098,0.032,4073,586.174,442,63.611,371555,1774,17447,2514.807,31,3.886,0.61,1250667,756201,494466,25066,18,10.88,7.12
2021-05-22,2737194,393.929,14466,2.082,416417,59950.824,25975,362,21.3,0.031,3849,553.937,417,60.013,372968,1413,17474,2516.678,27,1.871,0.61,1257015,758350,498665,6348,18.09,10.91,7.18
2021-05-23,2743168,394.789,5976,0.86,416565,59962.481,25876,148,11.657,0.031,3817,549.332,410,59.006,373202,234,17487,2517.973,13,1.295,0.61,1260683,759630,501053,3668,18.14,10.93,7.21
2021-05-24,2749884,395.755,6716,0.967,416646,59974.138,25765,81,11.657,0.023,3807,NA,402,NA,373385,183,17496,2520.42,9,2.447,0.61,1265855,760923,504932,5172,18.22,10.95,7.27
2021-05-25,2754463,396.414,4550,0.659,416727,60032.568,25511,81,58.43,0.026,3781,NA,406,NA,373703,318,17513,2530.206,17,9.786,0.63,1282717,766754,515963,16862,18.46,11.03,7.43
2021-05-26,2768262,398.4,13839,1.986,417133,60089.128,23426,406,56.559,0.026,3533,NA,383,NA,376126,2423,17581,2535.387,68,5.181,0.65,1303575,777089,526486,20858,18.76,11.18,7.58
2021-05-27,2782132,400.396,13872,1.996,417526,60131.296,22591,393,42.168,0.024,3396,NA,375,NA,377318,1192,17617,2538.266,36,2.878,0.66,1321786,787995,533791,18211,19.02,11.34,7.68
2021-05-28,2795296,402.291,13164,1.895,417819,60172.6,21026,293,41.304,NA,3295,NA,379,NA,379156,1838,17637,2540.425,20,2.159,NA,1341130,796827,544303,19344,19.3,11.47,7.83
